"","From","To","relation","value"
"2790",306,75,"Conflict",1
"2791",306,59,"Feeling",4
"2792",306,59,"Conflict",1
"2793",306,341,"Required",1
"2794",306,341,"Advice",1
"2795",306,341,"Feeling",5
"2796",306,341,"Conflict",1
"2797",306,116,"Required",1
"2798",306,116,"Feeling",3
"2799",306,116,"Conflict",1
"2800",306,78,"Required",1
"2801",306,78,"Feeling",5
"2802",306,78,"Conflict",1
"2803",306,192,"Required",1
"2804",306,192,"Advice",1
"2805",306,192,"Feeling",5
"2806",306,192,"Conflict",1
"2807",306,136,"Required",1
"2808",306,136,"Advice",1
"2809",306,136,"Feeling",4
"2810",306,136,"Conflict",1
"2811",306,173,"Required",1
"2812",306,173,"Advice",1
"2813",306,173,"Feeling",5
"2814",306,173,"Conflict",1
"2815",312,90,"Feeling",4
"2816",312,90,"Conflict",1
"2817",312,163,"Required",1
"2818",312,163,"Feeling",5
"2819",312,163,"Conflict",1
"2820",312,77,"Required",1
"2821",312,77,"Advice",1
"2822",312,77,"Feeling",4
"2823",312,77,"Conflict",1
"2824",312,300,"Feeling",2
"2825",312,300,"Conflict",4
"2826",312,30,"Feeling",4
"2827",312,30,"Conflict",1
"2828",312,238,"Feeling",4
"2829",312,238,"Conflict",1
"2830",312,206,"Feeling",4
"2831",312,206,"Conflict",1
"2832",312,293,"Feeling",4
"2833",312,293,"Conflict",1
"2834",312,306,"Feeling",5
"2835",312,306,"Conflict",1
"2836",312,37,"Required",1
"2837",312,37,"Feeling",3
"2838",312,37,"Conflict",2
"2839",312,20,"Required",1
"2840",312,20,"Advice",1
"2841",312,20,"Feeling",3
"2842",312,20,"Conflict",2
"2843",312,147,"Required",1
"2844",312,147,"Advice",1
"2845",312,147,"Feeling",5
"2846",312,147,"Conflict",1
"2847",312,178,"Feeling",5
"2848",312,178,"Conflict",1
"2849",312,116,"Feeling",4
"2850",312,116,"Conflict",1
"2851",312,145,"Feeling",5
"2852",312,145,"Conflict",1
"2853",312,246,"Required",1
"2854",312,246,"Advice",1
"2855",312,246,"Feeling",3
"2856",312,246,"Conflict",1
"2857",312,148,"Required",1
"2858",312,148,"Advice",1
"2859",312,148,"Feeling",5
"2860",312,148,"Conflict",1
"2861",312,83,"Required",1
"2862",312,83,"Advice",1
"2863",312,83,"Feeling",5
"2864",312,83,"Conflict",1
"2865",312,33,"Required",1
"2866",312,33,"Advice",1
"2867",312,33,"Feeling",2
"2868",312,33,"Conflict",1
"2869",312,156,"Required",1
"2870",312,156,"Advice",1
"2871",312,156,"Feeling",4
"2872",312,156,"Conflict",1
"2873",312,43,"Required",1
"2874",312,43,"Advice",1
"2875",312,43,"Feeling",4
"2876",312,43,"Conflict",1
"2877",312,256,"Required",1
"2878",312,256,"Feeling",2
"2879",312,256,"Conflict",2
"2880",312,114,"Required",1
"2881",312,114,"Feeling",4
"2882",312,114,"Conflict",1
"2883",312,350,"Required",1
"2884",312,350,"Advice",1
"2885",312,350,"Feeling",5
"2886",312,350,"Conflict",1
"2887",312,63,"Feeling",5
"2888",312,63,"Conflict",1
"2889",312,21,"Feeling",4
"2890",312,21,"Conflict",1
"2891",319,78,"Required",1
"2892",319,78,"Advice",1
"2893",319,78,"Feeling",5
"2894",319,78,"Conflict",1
"2895",319,84,"Required",1
"2896",319,84,"Advice",1
"2897",319,84,"Feeling",5
"2898",319,84,"Conflict",1
"2899",319,318,"Required",1
"2900",319,318,"Advice",1
"2901",319,318,"Feeling",4
"2902",319,318,"Conflict",1
"2903",319,40,"Required",1
"2904",319,40,"Advice",1
"2905",319,40,"Feeling",5
"2906",319,40,"Conflict",1
"2907",319,60,"Required",1
"2908",319,60,"Advice",1
"2909",319,60,"Feeling",5
"2910",319,60,"Conflict",1
"2911",319,129,"Required",1
"2912",319,129,"Advice",1
"2913",319,129,"Feeling",5
"2914",319,129,"Conflict",1
"2915",319,173,"Required",1
"2916",319,173,"Advice",1
"2917",319,173,"Feeling",5
"2918",319,173,"Conflict",1
"2919",319,276,"Required",1
"2920",319,276,"Advice",1
"2921",319,276,"Feeling",5
"2922",319,276,"Conflict",1
"2923",319,41,"Required",1
"2924",319,41,"Advice",1
"2925",319,41,"Feeling",5
"2926",319,41,"Conflict",1
"2927",319,257,"Required",1
"2928",319,257,"Advice",1
"2929",319,257,"Feeling",5
"2930",319,257,"Conflict",1
"2931",319,209,"Required",1
"2932",319,209,"Advice",1
"2933",319,209,"Feeling",5
"2934",319,209,"Conflict",1
"2935",319,50,"Required",1
"2936",319,50,"Advice",1
"2937",319,50,"Feeling",5
"2938",319,50,"Conflict",1
"2939",319,182,"Required",1
"2940",319,182,"Advice",1
"2941",319,182,"Feeling",5
"2942",319,182,"Conflict",1
"2943",319,211,"Required",1
"2944",319,211,"Advice",1
"2945",319,211,"Feeling",5
"2946",319,211,"Conflict",1
"2947",319,134,"Required",1
"2948",319,134,"Advice",1
"2949",319,134,"Feeling",5
"2950",319,134,"Conflict",1
"2951",329,180,"Advice",1
"2952",329,180,"Feeling",5
"2953",329,180,"Conflict",1
"2954",329,40,"Required",1
"2955",329,40,"Advice",1
"2956",329,40,"Feeling",4
"2957",329,40,"Conflict",2
"2958",329,60,"Advice",1
"2959",329,60,"Feeling",5
"2960",329,60,"Conflict",1
"2961",329,276,"Feeling",3
"2962",329,276,"Conflict",2
"2963",329,41,"Advice",1
"2964",329,41,"Feeling",5
"2965",329,41,"Conflict",1
"2966",329,116,"Required",1
"2967",329,116,"Feeling",4
"2968",329,116,"Conflict",4
"2969",329,254,"Required",1
"2970",329,254,"Advice",1
"2971",329,254,"Feeling",5
"2972",329,254,"Conflict",1
"2973",329,111,"Feeling",4
"2974",329,111,"Conflict",1
"2975",329,349,"Required",1
"2976",329,349,"Advice",1
"2977",329,349,"Feeling",4
"2978",329,349,"Conflict",2
"2979",329,182,"Required",1
"2980",329,182,"Advice",1
"2981",329,182,"Feeling",5
"2982",329,182,"Conflict",1
"2983",329,222,"Advice",1
"2984",329,222,"Feeling",3
"2985",329,222,"Conflict",1
"2986",329,220,"Required",1
"2987",329,220,"Feeling",3
"2988",329,220,"Conflict",2
"2989",329,339,"Required",1
"2990",329,339,"Advice",1
"2991",329,339,"Feeling",5
"2992",329,339,"Conflict",1
"2993",329,136,"Feeling",4
"2994",329,136,"Conflict",1
"2995",329,257,"Advice",1
"2996",329,257,"Feeling",5
"2997",329,257,"Conflict",1
"2998",332,52,"Required",1
"2999",332,52,"Advice",1
"3000",332,52,"Feeling",5
"3001",332,52,"Conflict",1
"3002",332,50,"Advice",1
"3003",332,50,"Feeling",5
"3004",332,50,"Conflict",1
"3005",332,211,"Required",1
"3006",332,211,"Advice",1
"3007",332,211,"Feeling",5
"3008",332,211,"Conflict",1
"3009",332,130,"Advice",1
"3010",332,130,"Feeling",5
"3011",332,130,"Conflict",1
"3012",332,100,"Advice",1
"3013",332,100,"Feeling",5
"3014",332,100,"Conflict",1
"3015",332,24,"Advice",1
"3016",332,24,"Feeling",5
"3017",332,24,"Conflict",1
"3018",332,111,"Feeling",4
"3019",332,111,"Conflict",2
"3020",332,200,"Feeling",4
"3021",332,200,"Conflict",2
"3022",341,78,"Advice",1
"3023",341,78,"Feeling",5
"3024",341,78,"Conflict",1
"3025",341,173,"Advice",1
"3026",341,173,"Feeling",5
"3027",341,173,"Conflict",1
"3028",341,276,"Advice",1
"3029",341,276,"Feeling",5
"3030",341,276,"Conflict",1
"3031",341,41,"Advice",1
"3032",341,41,"Feeling",5
"3033",341,41,"Conflict",1
"3034",341,116,"Advice",1
"3035",341,116,"Feeling",5
"3036",341,116,"Conflict",1
"3037",341,182,"Required",1
"3038",341,182,"Advice",1
"3039",341,182,"Feeling",5
"3040",341,182,"Conflict",1
"3041",341,192,"Required",1
"3042",341,192,"Advice",1
"3043",341,192,"Feeling",5
"3044",341,192,"Conflict",1
"3045",341,136,"Advice",1
"3046",341,136,"Feeling",4
"3047",341,136,"Conflict",1
"3048",341,194,"Required",1
"3049",341,194,"Advice",1
"3050",341,194,"Feeling",5
"3051",341,194,"Conflict",1
"3052",341,319,"Feeling",5
"3053",341,319,"Conflict",1
"3054",341,145,"Feeling",5
"3055",341,145,"Conflict",1
"3056",344,16,"Required",1
"3057",344,16,"Advice",1
"3058",344,16,"Feeling",5
"3059",344,16,"Conflict",1
"3060",344,163,"Feeling",5
"3061",344,163,"Conflict",1
"3062",344,59,"Required",1
"3063",344,59,"Advice",1
"3064",344,59,"Feeling",5
"3065",344,59,"Conflict",1
"3066",344,75,"Required",1
"3067",344,75,"Advice",1
"3068",344,75,"Feeling",5
"3069",344,75,"Conflict",1
"3070",344,37,"Feeling",5
"3071",344,37,"Conflict",1
"3072",349,149,"Advice",1
"3073",349,149,"Feeling",4
"3074",349,149,"Conflict",2
"3075",349,347,"Required",1
"3076",349,347,"Feeling",4
"3077",349,347,"Conflict",2
"3078",349,335,"Required",1
"3079",349,335,"Feeling",2
"3080",349,335,"Conflict",2
"3081",349,40,"Required",1
"3082",349,40,"Advice",1
"3083",349,40,"Feeling",5
"3084",349,40,"Conflict",4
"3085",349,180,"Required",1
"3086",349,180,"Feeling",5
"3087",349,180,"Conflict",2
"3088",349,129,"Advice",1
"3089",349,129,"Feeling",5
"3090",349,129,"Conflict",1
"3091",349,329,"Required",1
"3092",349,329,"Feeling",5
"3093",349,329,"Conflict",2
"3094",349,276,"Feeling",5
"3095",349,276,"Conflict",4
"3096",349,257,"Advice",1
"3097",349,257,"Feeling",5
"3098",349,257,"Conflict",1
"3099",349,254,"Required",1
"3100",349,254,"Advice",1
"3101",349,254,"Feeling",5
"3102",349,254,"Conflict",2
"3103",349,111,"Feeling",5
"3104",349,111,"Conflict",4
"3105",349,182,"Advice",1
"3106",349,182,"Feeling",4
"3107",349,182,"Conflict",2
"3108",349,211,"Advice",1
"3109",349,211,"Feeling",5
"3110",349,211,"Conflict",2
"3111",349,136,"Feeling",4
"3112",349,136,"Conflict",4
"3113",349,298,"Feeling",5
"3114",349,298,"Conflict",3
"3115",350,149,"Required",1
"3116",350,149,"Feeling",5
"3117",350,149,"Conflict",2
"3118",350,298,"Required",1
"3119",350,298,"Advice",1
"3120",350,298,"Feeling",5
"3121",350,298,"Conflict",1
"3122",350,220,"Required",1
"3123",350,220,"Advice",1
"3124",350,220,"Feeling",4
"3125",350,220,"Conflict",1
